AccusedID,CaseMasterID,FullName,AliasName,Gender,Age,DOB,MobileNumber,AadhaarNumber,Occupation,Address,DistrictID,DistrictName,ArrestStatus,CriminalHistory,GangAffiliation,RiskLevel,WeaponUsed
292,140,Vanya Raja,Rowdy,Female,22,1991-07-08,9896332820,393191738457,Labourer,"56/94, Madan Path, Navi Mumbai 967393",9,Chikkamagaluru,Arrested,Yes,None,Low,Knife
293,141,Gautam Munshi,Silent,Male,40,1984-07-31,9987955841,051137079726,Shop Keeper,"H.No. 618, Sehgal Zila, Muzaffarnagar 430091",26,Tumakuru,Arrested,No,None,Low,Firearm
294,141,Ikbal Dara,King,Male,37,1993-01-31,9968943007,910754894574,Software Engineer,"26/92, Gour Zila, Durg 174654",26,Tumakuru,Absconding,No,None,Low,Hands
295,141,Balhaar Malhotra,Black,Male,63,1996-09-28,9907727988,566968520859,Sales Executive,"H.No. 04, Gokhale Road, Coimbatore-396271",26,Tumakuru,Arrested,No,None,Medium,None
296,141,Tanveer Kamdar,Silent,Male,36,1988-02-05,9894206399,958988004213,Unemployed,"41/011, Krishna, Surat 200642",26,Tumakuru,Arrested,Yes,None,Low,Knife
297,142,Rohan Aggarwal,Bullet,Male,44,1982-11-15,9879072433,852964170871,Software Engineer,"61, Kara Circle, Yamunanagar-198554",17,Kalaburagi,Arrested,Yes,Cyber Group,Low,Stone
298,143,Baghyawati Chana,Rowdy,Female,60,1974-12-02,9891446177,377819713060,Engineer,"43, Baral Street, Jhansi 615717",9,Chikkamagaluru,Surrendered,No,None,Low,Stone
299,143,Ekaraj Banik,Tiger,Male,66,1965-10-16,9902152789,281787519562,Software Engineer,"18, Tata Road, Pune-505061",9,Chikkamagaluru,Arrested,No,None,Low,Knife
300,143,Veer Yadav,Shadow,Male,21,1963-06-14,9904362345,632234300072,Private Employee,"H.No. 270, Bath Chowk, Bikaner-204179",9,Chikkamagaluru,Absconding,Yes,None,Medium,Stick
301,143,Bhavika Cherian,Rowdy,Female,25,1961-08-10,9876671387,562250166098,Private Employee,"656, Dara Path, Pondicherry-092511",9,Chikkamagaluru,Absconding,Yes,None,Medium,None
302,144,Ekta Sagar,Anna,Female,64,1964-06-18,9909270152,889984790495,Farmer,"39, Deol Nagar, Pudukkottai 207100",26,Tumakuru,Arrested,Yes,None,High,None
303,145,Chaitanya Mander,Bullet,Male,65,1977-08-13,9983689173,742112687475,Sales Executive,"248, Sabharwal Chowk, Akola-927914",2,Ballari,Arrested,No,None,Low,Iron Rod
304,146,Shaurya Agrawal,Bullet,Male,36,1985-02-11,9876921809,921669398218,Doctor,"19/58, Kanda Circle, Dhule-031277",1,Bagalkote,Arrested,No,Organized Crime,Low,Sharp Weapon
305,147,Fariq Bassi,Silent,Male,34,1958-06-02,9875977173,686582258712,Teacher,"645, Setty, Vasai-Virar 822078",13,Dharwad,Arrested,No,None,Medium,Stick
306,147,Balendra Keer,Boss,Male,54,1993-10-16,9909123886,114464717003,Driver,"531, Kari Path, Patiala 363179",13,Dharwad,Absconding,No,None,Low,Hands
307,148,Avni Sarin,Anna,Female,27,1963-03-28,9965707588,017883425250,Business,"52, Hari Chowk, Gopalpur-520904",18,Kodagu,Arrested,Yes,Organized Crime,Low,Hands
308,148,Christopher Shroff,Tiger,Male,32,1979-11-11,9903329667,949292033900,Lawyer,"492, Garde, Chandigarh-873977",18,Kodagu,Arrested,Yes,None,Low,Hands
309,149,Advika Sangha,Tiger,Female,40,1994-07-29,9872432977,897114798147,Shop Keeper,"H.No. 69, Dixit Ganj, Erode-078068",27,Udupi,Surrendered,Yes,None,Low,Knife
310,149,Wakeeta Chaudhari,Don,Female,62,1979-07-15,9906619935,545207578203,Farmer,"06/32, Merchant Path, Mysore-742799",27,Udupi,Arrested,No,Drug Network,High,Hands
311,149,Vasana Sheth,Master,Female,41,1996-06-18,9988714859,422716176401,Driver,"H.No. 70, Rajan Zila, Bettiah-464989",27,Udupi,Absconding,Yes,None,Low,Sharp Weapon
312,149,Banjeet Nayak,Rowdy,Male,22,1994-07-21,9875811776,243762180750,Security Guard,"H.No. 165, Baria Chowk, Ambarnath 818325",27,Udupi,Surrendered,No,Local Gang,Low,Stick
313,150,Deepa Sridhar,Cobra,Female,63,1994-08-21,9884195912,621758843681,Private Employee,"H.No. 54, Sampath Circle, Meerut-557788",18,Kodagu,Arrested,No,None,Low,Iron Rod
314,151,Wahab Wali,Black,Male,33,1991-07-05,9891120912,920509400397,Electrician,"51/37, Buch Zila, Mangalore 112412",24,Ramanagara,Arrested,No,None,Low,Stick
315,151,Forum Jayaraman,King,Female,44,1983-02-25,9965570748,016069226179,Mechanic,"82, Palan Chowk, Raiganj 431038",24,Ramanagara,Absconding,No,Cyber Group,Low,Hands
316,151,Tripti Oza,Shadow,Female,36,1990-04-24,9896907629,695900738784,Driver,"88/77, Deo Road, Tirunelveli 375402",24,Ramanagara,Surrendered,No,None,Low,Knife
317,151,Lucky Shah,Ranga,Male,29,2006-03-28,9967242861,150848913893,Farmer,"222, Dada Ganj, Ratlam-745238",24,Ramanagara,Arrested,No,Drug Network,Low,Sharp Weapon
318,152,Nathan Padmanabhan,Black,Male,62,1963-05-26,9985113582,863458111934,Engineer,"41/06, Dhillon Chowk, Imphal-088547",16,Haveri,Arrested,No,None,Medium,None
319,153,Ethan Sathe,Boss,Male,35,1973-07-04,9900146306,393440896260,Software Engineer,"H.No. 281, Bakshi Road, Tadipatri 751509",13,Dharwad,Arrested,Yes,None,Low,Sharp Weapon
320,153,Zansi Kapadia,Master,Female,29,1996-12-18,9980849219,457949585817,Private Employee,"H.No. 187, Vala Zila, Jammu 599805",13,Dharwad,Arrested,No,Cyber Group,Medium,None
321,154,Ethan Sane,Don,Male,27,1975-02-23,9909437627,998665071676,Government Employee,"H.No. 55, Sehgal Road, Thrissur 674266",14,Gadag,Surrendered,No,None,Low,None
322,155,Caleb Dhawan,Black,Male,37,1966-07-27,9895866443,557114155386,Driver,"H.No. 961, Rout Nagar, Vijayanagaram-879232",21,Mandya,Absconding,No,Cyber Group,Low,None
323,156,Maanav Swaminathan,Shadow,Male,23,1957-10-17,9960917656,586827518937,Government Employee,"87, Bala Ganj, Jamnagar 471462",10,Chitradurga,Absconding,No,Local Gang,Low,Hands
324,157,Jason Balakrishnan,Black,Male,50,1961-11-18,9892639960,900785731545,Mechanic,"H.No. 959, Sarin Chowk, Fatehpur 589042",29,Vijayanagara,Absconding,Yes,Organized Crime,Medium,Sharp Weapon
325,158,Eta Nagarajan,Master,Female,64,1979-12-29,9884312711,537981300071,Mechanic,"045, Parekh Marg, Ramagundam-818321",5,Bengaluru Urban,Surrendered,No,None,Medium,Knife
326,158,Ojasvi Mutti,Tiger,Female,58,1999-05-19,9967162187,832001098191,Software Engineer,"51/895, Arya Street, Kadapa 576521",5,Bengaluru Urban,Surrendered,Yes,None,Low,Knife
327,159,Garima Thakur,Master,Female,24,1967-04-11,9907446248,641296681339,Student,"71, Deep Zila, Nangloi Jat-452798",2,Ballari,Arrested,No,Cyber Group,Low,Stone
328,160,Gabriel Modi,Bullet,Male,51,1957-01-29,9917238010,612107648499,Security Guard,"234, Kadakia Street, Vijayawada 110760",3,Belagavi,Absconding,Yes,None,Low,Sharp Weapon
329,160,Darika Bali,Lucky,Female,28,1997-08-03,9982744523,131388489246,Private Employee,"H.No. 401, Anne Road, Amravati 932501",3,Belagavi,Surrendered,No,None,Low,Firearm
330,161,Maya Pall,Lucky,Female,68,1974-03-23,9883063713,034785365126,Shop Keeper,"H.No. 908, Handa Ganj, Tirunelveli-138759",6,Bidar,Absconding,No,None,Medium,Hands
331,162,Urvi Chhabra,King,Female,70,1965-02-21,9891040214,652007504190,Shop Keeper,"38, Reddy Ganj, Satara 718275",22,Mysuru,Arrested,No,None,Low,Hands
332,162,Anusha Butala,Black,Female,35,1972-12-11,9897453636,489136000136,Sales Executive,"H.No. 79, Sawhney Road, Begusarai 463175",22,Mysuru,Arrested,Yes,Organized Crime,High,Hands
333,163,Abeer Swamy,Ranga,Male,62,1991-03-07,9980800326,736951315886,Private Employee,"11/26, Chaudry Marg, Amritsar-353961",5,Bengaluru Urban,Arrested,Yes,None,High,Hands
334,164,Unnati Tata,Rowdy,Female,32,1970-04-26,9872205867,209002811255,Electrician,"H.No. 79, Sundaram Marg, Siliguri 114773",7,Chamarajanagar,Surrendered,No,None,High,Hands
335,165,Alexander Chaudhary,Rocky,Male,32,1994-08-30,9893462404,695141104245,Unemployed,"02/695, Mitter Street, Solapur 734778",18,Kodagu,Surrendered,Yes,None,Low,Knife
336,166,Pavani Zachariah,Boss,Female,50,1984-07-12,9890206742,455446692002,Labourer,"H.No. 675, Savant Marg, Vadodara 284276",22,Mysuru,Arrested,No,None,Low,Sharp Weapon
337,166,Nachiket Ramachandran,Shadow,Male,32,1981-05-23,9968641267,201967861613,Doctor,"88/977, Dugar Circle, Katni 796954",22,Mysuru,Arrested,Yes,None,Low,Stick
338,167,Azaan Bala,Rocky,Male,28,1986-11-07,9967034084,006225770834,Government Employee,"H.No. 90, Rai Path, Haldia-565033",22,Mysuru,Arrested,No,None,Low,Hands
339,167,Nimrat Chad,Don,Female,63,2003-10-23,9898789516,709861427937,Sales Executive,"H.No. 520, Nanda Circle, Jaunpur 986407",22,Mysuru,Arrested,No,None,Medium,Knife
340,168,Nitara Purohit,Shadow,Female,51,1985-10-14,9882683493,053644972946,Engineer,"13, Taneja Path, Rourkela 563718",2,Ballari,Arrested,No,None,Low,Iron Rod
341,168,Mitali Lanka,Silent,Female,22,1958-01-28,9982428140,380187595971,Government Employee,"19/19, Mahajan Path, Tezpur-635148",2,Ballari,Arrested,Yes,None,Medium,Knife
342,169,Tarak Zacharia,King,Male,69,1972-03-01,9966490233,563561153056,Private Employee,"H.No. 98, Gole Chowk, Hazaribagh-973748",24,Ramanagara,Absconding,Yes,None,Medium,Sharp Weapon
343,169,Bhanumati Vig,Anna,Female,47,1966-03-11,9894440594,763251552734,Doctor,"246, Nagar Marg, Kurnool-442493",24,Ramanagara,Absconding,No,Organized Crime,Low,Hands
344,170,Jagdish Comar,Anna,Male,39,1963-07-04,9910243076,702174268339,Electrician,"H.No. 77, Sarin Circle, Vadodara 242044",4,Bengaluru Rural,Absconding,No,None,Low,Iron Rod
345,170,Ansh Sunder,Don,Male,33,1997-01-06,9881053924,128264611017,Electrician,"H.No. 94, Ray Zila, Mysore 231981",4,Bengaluru Rural,Absconding,Yes,None,Low,Hands
346,171,Yadavi Chana,Anna,Female,41,1968-03-04,9962374812,135066493184,Unemployed,"H.No. 96, Sampath Ganj, Asansol 234764",7,Chamarajanagar,Arrested,No,None,Low,Sharp Weapon
347,172,Xalak Walla,Bullet,Female,50,1975-06-01,9871165481,769084961756,Labourer,"67/34, Patil Street, Arrah 090034",5,Bengaluru Urban,Arrested,Yes,None,Medium,None
348,173,Mohammed Patil,Rowdy,Male,20,2003-06-05,9878101947,987281874061,Teacher,"60, Kumer Marg, Mysore 432756",22,Mysuru,Arrested,No,None,Low,Firearm
349,173,Mahika Buch,Cobra,Female,24,1999-03-10,9964165146,274570090010,Unemployed,"65/612, Toor Road, Nagercoil-985700",22,Mysuru,Arrested,No,None,Medium,Knife
350,173,Vamakshi Deshpande,Bullet,Female,30,1955-09-20,9982853888,468515140508,Lawyer,"H.No. 91, Dugar Zila, Hazaribagh-965772",22,Mysuru,Arrested,No,None,High,Hands
351,173,Gabriel Narang,Cobra,Male,52,1997-12-07,9912563658,599604280283,Cook,"52, Purohit Marg, Jaipur-893173",22,Mysuru,Surrendered,No,None,High,Iron Rod
352,174,Frado Bawa,King,Male,40,1976-10-23,9879560592,005643890078,Labourer,"152, Dalal, Hajipur-771333",13,Dharwad,Arrested,No,None,Medium,Hands
353,174,Mitali Talwar,Silent,Female,62,1975-10-22,9884414893,140252787590,Private Employee,"34/36, Rege Street, Bhopal-439735",13,Dharwad,Arrested,Yes,None,Low,Knife
354,175,Chaman Anne,Lucky,Female,56,1980-05-29,9968913660,927888433582,Cook,"36/694, Chandran Zila, Faridabad 375990",31,Yadgir,Absconding,Yes,None,High,Hands
355,175,Lajita Thaman,Boss,Female,35,1988-05-25,9872192723,819664140238,Journalist,"52/809, Lad Street, Ambala 572158",31,Yadgir,Surrendered,Yes,None,Low,Stick
356,175,Ekavir Lad,Lucky,Male,32,1961-09-30,9883656079,973827207687,Lawyer,"45, Mandal Marg, Pudukkottai 856257",31,Yadgir,Arrested,No,None,Medium,Knife
357,175,Urvi Bera,Ranga,Female,45,1965-07-27,9917729492,926297250222,Doctor,"074, Sibal Street, Bhiwandi 075877",31,Yadgir,Absconding,No,None,Low,Knife
358,176,Daksh Divan,Rowdy,Male,46,1962-02-09,9900003654,508594272421,Journalist,"H.No. 22, Mahajan Circle, Ballia 892613",5,Bengaluru Urban,Arrested,No,None,Medium,Knife
359,177,Charvi Narasimhan,Ranga,Female,20,1956-12-06,9917072268,376304523384,Shop Keeper,"H.No. 91, Dube Path, Jodhpur 774905",22,Mysuru,Arrested,No,None,Low,Knife
360,177,Varsha Nair,Boss,Female,48,2005-10-09,9896109906,857553280739,Sales Executive,"H.No. 450, Raj Zila, Silchar-236103",22,Mysuru,Surrendered,No,None,High,None
361,177,Sara Rau,Black,Female,52,1970-08-29,9961876653,159379239649,Cook,"H.No. 76, Deep Road, Jalandhar-837767",22,Mysuru,Arrested,No,Cyber Group,Medium,Hands
362,177,Siddharth Chana,Lucky,Male,46,1995-08-26,9984581574,512230495678,Engineer,"61, Varghese Nagar, Madhyamgram 278814",22,Mysuru,Arrested,No,Local Gang,Medium,Stick
363,178,Tejas Buch,Silent,Male,26,2003-08-22,9980469189,934571885690,Shop Keeper,"243, Sane Circle, Jehanabad-810818",5,Bengaluru Urban,Surrendered,No,None,Medium,None
364,179,Triveni Chandra,King,Female,66,1980-03-08,9907775851,056431727240,Private Employee,"H.No. 91, Babu Circle, Surendranagar Dudhrej 260164",3,Belagavi,Arrested,No,None,Low,Sharp Weapon
365,180,Utkarsh Sengupta,Tiger,Male,27,1988-08-14,9878792556,021248299796,Farmer,"321, Lad, Raebareli 061027",26,Tumakuru,Arrested,Yes,None,Medium,Hands
366,181,Samaksh Sur,Rocky,Male,18,1971-08-09,9908029575,821784428971,Private Employee,"H.No. 12, Atwal Street, Gorakhpur 303723",18,Kodagu,Absconding,No,None,Low,Iron Rod
367,182,Ikshita Chadha,Don,Female,47,1971-07-04,9967606801,751586962582,Software Engineer,"60, Ganesan Zila, Raiganj-707933",22,Mysuru,Arrested,Yes,Local Gang,Low,Sharp Weapon
368,182,Rohan Behl,Ranga,Male,51,1973-04-02,9987244670,666235988864,Lawyer,"79, Mannan, Morbi 789973",22,Mysuru,Arrested,No,None,Low,Hands
369,182,Zarna Bahl,Rocky,Female,46,1977-12-03,9892419633,188866022845,Farmer,"H.No. 67, Talwar Zila, Sultan Pur Majra 024375",22,Mysuru,Arrested,Yes,None,Low,Stick
370,182,Kala Tripathi,Cobra,Female,49,1967-03-15,9962604285,719615903733,Teacher,"466, Sodhi Path, Dhule 172232",22,Mysuru,Absconding,No,None,Low,Hands
371,183,Daksha Sagar,Rowdy,Female,63,2005-07-16,9882134520,875570206607,Driver,"380, Parmer Nagar, Raurkela Industrial Township-280156",6,Bidar,Absconding,No,Local Gang,Low,Knife
372,184,Ishaan Dara,Shadow,Male,22,1985-05-05,9917740861,771633502226,Lawyer,"H.No. 50, Loke Circle, Kottayam-077119",30,Vijayapura,Arrested,No,None,Low,Iron Rod
373,184,Ansh Tripathi,Master,Male,42,1961-02-21,9879797745,074413160529,Security Guard,"H.No. 24, Toor Chowk, Navi Mumbai 552137",30,Vijayapura,Arrested,Yes,None,Medium,Hands
374,184,Aarush Korpal,Silent,Male,21,1999-10-21,9984478065,822544924457,Teacher,"H.No. 82, Lata Zila, Vijayanagaram-328632",30,Vijayapura,Arrested,Yes,None,Medium,Hands
375,184,Samuel Rout,Tiger,Male,28,2003-02-26,9884904184,753242965636,Cook,"20, Boase Circle, Sonipat 626060",30,Vijayapura,Absconding,Yes,Drug Network,Low,Sharp Weapon
376,185,Barkha Venkatesh,Master,Female,48,2007-02-09,9902379917,431490710406,Software Engineer,"84/550, Wable Road, Sambhal-389975",22,Mysuru,Arrested,Yes,None,Medium,Hands
377,186,Ira Mitra,Rowdy,Female,36,1960-01-09,9989473795,625121515635,Engineer,"28/843, Vaidya Zila, Saharsa 200894",23,Raichur,Arrested,No,Organized Crime,Medium,Sharp Weapon
378,186,Max Sami,Shadow,Male,28,2007-11-13,9877908118,380546351533,Software Engineer,"H.No. 48, Dasgupta Path, Amravati 490753",23,Raichur,Absconding,No,None,Medium,Firearm
379,186,Parth Mistry,Rocky,Male,58,1970-08-21,9982144621,861887346891,Student,"31/58, Hans, Malda-266110",23,Raichur,Absconding,Yes,None,Medium,Knife
380,186,Eiravati Soni,Silent,Female,39,1966-12-10,9879950266,397205074641,Mechanic,"86/988, Lalla Marg, Bhusawal 762282",23,Raichur,Absconding,No,None,Low,Sharp Weapon
381,187,Veer Dayal,Ranga,Male,26,2006-11-12,9874806005,916088379595,Unemployed,"70, Pingle Street, Madanapalle 115940",1,Bagalkote,Absconding,No,None,High,Hands
382,187,Daniel Prabhu,Tiger,Male,64,1971-09-20,9890421517,802335654107,Government Employee,"H.No. 70, Dhar Street, Nashik 432701",1,Bagalkote,Absconding,No,None,Low,Knife
383,187,Bhavna Basu,Boss,Female,23,1977-09-08,9969369877,332254821924,Teacher,"H.No. 67, Deo, Dibrugarh 772519",1,Bagalkote,Arrested,No,None,Low,Firearm
384,187,Rishi Kaul,Shadow,Male,55,2003-04-09,9901594662,395725222956,Farmer,"74/120, More, Karaikudi 398909",1,Bagalkote,Arrested,Yes,None,Medium,Firearm
385,188,Vyanjana Thakkar,Rocky,Female,62,2003-02-03,9876804361,934108454382,Business,"H.No. 433, Sawhney, Deoghar 690705",17,Kalaburagi,Arrested,No,None,High,Stick
386,189,Gautam Sachdeva,Shadow,Male,44,1956-10-30,9907940598,991971399378,Lawyer,"H.No. 11, Ganguly Zila, Asansol 412462",1,Bagalkote,Arrested,No,None,Low,Hands
387,190,Nicholas Golla,Lucky,Male,29,1956-12-30,9888471570,105324342933,Shop Keeper,"15, Sachar Street, Rampur 103399",31,Yadgir,Absconding,Yes,Organized Crime,Medium,Sharp Weapon
388,190,Xiti Trivedi,Tiger,Female,52,1995-06-08,9873690812,350530240303,Shop Keeper,"H.No. 05, Ray Chowk, Karawal Nagar-630489",31,Yadgir,Arrested,No,Organized Crime,Low,Stick
389,190,Jatin Dass,Ranga,Male,28,1971-09-14,9906840618,803534494732,Private Employee,"H.No. 832, Zachariah Path, Sambalpur-870079",31,Yadgir,Absconding,Yes,None,Medium,None
390,190,Geetika Acharya,Rocky,Female,25,1958-09-29,9981478009,725684408405,Teacher,"46/53, Uppal, Ranchi-891416",31,Yadgir,Arrested,Yes,Organized Crime,Medium,Iron Rod
391,191,Ekiya Mammen,Silent,Female,40,2002-02-08,9900365307,200764296288,Cook,"54/743, Om Path, Jaunpur-020970",10,Chitradurga,Arrested,No,None,Low,Knife
392,192,Gabriel Sachdev,Cobra,Male,42,1985-01-05,9919097409,268841123582,Teacher,"11/80, Dasgupta Chowk, Gandhinagar-620175",17,Kalaburagi,Arrested,Yes,Cyber Group,Low,Iron Rod
393,192,Vamakshi Andra,Shadow,Female,50,1967-04-19,9960312027,624760272676,Student,"53/194, Kaur Ganj, Mirzapur 479303",17,Kalaburagi,Absconding,No,None,High,Firearm
394,193,Dayamai Mall,Ranga,Female,39,1985-09-20,9893447266,208965329323,Shop Keeper,"39/99, Bhattacharyya Street, Amritsar-493843",5,Bengaluru Urban,Arrested,No,None,Medium,Hands
395,194,Jonathan Setty,Master,Male,66,1955-08-29,9895429168,029511774474,Private Employee,"H.No. 66, Dara Road, Shimla-803046",13,Dharwad,Absconding,Yes,None,Medium,Hands
396,194,Nisha Ahluwalia,Master,Female,32,1976-04-28,9984729184,087660544102,Private Employee,"03/61, Hegde Ganj, Ozhukarai 110760",13,Dharwad,Surrendered,No,Local Gang,High,Hands
397,194,Jeremiah Kota,Master,Male,28,1961-04-09,9916690673,519472471100,Journalist,"H.No. 583, Sarna Zila, Amroha-100651",13,Dharwad,Arrested,No,Drug Network,Medium,Hands
398,194,Azaan Sathe,Silent,Male,69,1958-06-17,9918892707,645437985769,Farmer,"H.No. 080, Raj Road, Jalandhar-399076",13,Dharwad,Arrested,Yes,None,Low,Hands
399,195,Upadhriti Chaudhuri,Silent,Female,43,1973-07-22,9969647187,577361242364,Journalist,"59/31, Arora Zila, Guntakal 928456",8,Chikkaballapur,Arrested,No,None,Low,Iron Rod
400,195,Vamakshi Grewal,Ranga,Female,54,1968-06-11,9895712233,291644276123,Government Employee,"496, Parmar Circle, Ballia 274954",8,Chikkaballapur,Surrendered,Yes,None,Low,Hands
401,195,Aarna Vasa,Silent,Female,48,1986-08-21,9919965553,968443602216,Student,"880, Padmanabhan Marg, Kollam-153779",8,Chikkaballapur,Absconding,No,None,High,Firearm
402,195,Oliver Mistry,Silent,Male,65,1977-09-30,9883069529,850745271982,Software Engineer,"07, Aggarwal Ganj, Berhampur-933756",8,Chikkaballapur,Arrested,No,None,Low,Hands
403,196,Ryan Gour,Lucky,Male,26,1999-05-05,9913227408,070444055204,Cook,"H.No. 150, Contractor Circle, Ramagundam 395003",3,Belagavi,Surrendered,Yes,None,High,Stone
404,196,Meghana Ghosh,Shadow,Female,18,1967-02-28,9897641559,282253499439,Journalist,"H.No. 83, Hayre Street, Belgaum 102615",3,Belagavi,Arrested,No,None,Low,Stone
405,197,Niharika Shan,King,Female,58,1968-04-14,9965177253,513651177861,Doctor,"96/11, De Street, Nellore 559630",13,Dharwad,Absconding,No,Local Gang,Low,Stone
406,198,Nandini Dixit,Bullet,Female,37,1972-12-03,9891337443,474938970727,Software Engineer,"897, Bumb Ganj, Srikakulam 286857",18,Kodagu,Arrested,No,None,Medium,Stick
407,198,Gaurav Nagy,King,Male,57,1993-04-27,9914201795,997397295003,Private Employee,"49, Bansal Marg, Muzaffarnagar-736346",18,Kodagu,Surrendered,No,None,Medium,Knife
408,199,Gaurangi Prasad,Silent,Female,70,1969-01-17,9888555435,658617867937,Doctor,"H.No. 478, Karpe Path, Kirari Suleman Nagar 677665",22,Mysuru,Arrested,No,None,Low,Stick
409,200,Nitara Mahajan,Boss,Female,56,1975-10-28,9969164878,093599835230,Driver,"415, Menon Zila, Bally-111508",13,Dharwad,Surrendered,No,None,Medium,Stone
410,201,Osha Hegde,Rowdy,Female,57,1991-05-04,9969774248,760635684050,Security Guard,"43/928, Anand Road, Ichalkaranji 669078",24,Ramanagara,Arrested,No,None,High,Firearm
411,201,Sneha Kari,Ranga,Female,52,1967-08-02,9906289875,113159013089,Software Engineer,"898, Shenoy Chowk, Guwahati-366377",24,Ramanagara,Arrested,Yes,None,High,Stick
412,202,Ridhi Dewan,Don,Female,19,1986-03-01,9888919088,204175195551,Software Engineer,"07/553, Sandal Marg, Siwan-590902",24,Ramanagara,Arrested,Yes,Local Gang,Low,Hands
413,203,Noah Raman,Anna,Male,23,2007-07-05,9985459034,913309627688,Business,"H.No. 863, Chopra Chowk, Jehanabad-412182",15,Hassan,Arrested,No,None,Low,Hands
414,203,Yash Bala,Tiger,Male,54,1965-06-14,9871167088,634119978181,Cook,"H.No. 33, Viswanathan Road, Malda 580256",15,Hassan,Arrested,Yes,None,High,Stick
415,204,Gaurangi Choudhry,Shadow,Female,19,1962-05-26,9980047145,771132409448,Doctor,"16/323, Sankaran Road, Kozhikode-938743",26,Tumakuru,Absconding,Yes,None,Medium,Hands
416,205,Ekbal Sehgal,Bullet,Male,38,1958-12-12,9965960485,158167726227,Doctor,"59/77, Baral Chowk, Tumkur-546926",11,Dakshina Kannada,Surrendered,No,None,Medium,Hands
417,205,Gaurav Sankaran,Master,Male,38,1979-10-28,9903178776,790682304818,Doctor,"03, Mahal Street, Jabalpur-768151",11,Dakshina Kannada,Surrendered,No,None,Low,Stick
418,206,Yashawini Nanda,Bullet,Female,39,1977-04-17,9882845663,503691241528,Teacher,"807, Bora Nagar, Eluru-636004",25,Shivamogga,Arrested,No,Drug Network,High,None
419,206,Ekanta Narain,Master,Female,70,1991-01-31,9911820736,185832953116,Shop Keeper,"11, Kibe Circle, Kolhapur-422091",25,Shivamogga,Surrendered,Yes,None,High,Hands
420,207,Manan Dash,Rowdy,Male,35,1983-11-23,9879929984,190253969041,Teacher,"H.No. 042, Parmar Chowk, Thrissur-837081",5,Bengaluru Urban,Surrendered,Yes,Drug Network,Low,None
421,207,Nikita Sawhney,Ranga,Female,43,1958-05-02,9911809281,791467013164,Private Employee,"33, Khare Path, Mysore 600531",5,Bengaluru Urban,Absconding,No,None,Low,Hands
422,208,Chasmum Ganesh,Anna,Female,20,1993-12-06,9908264178,425079828474,Doctor,"15/58, Johal Ganj, Haldia 331552",22,Mysuru,Surrendered,No,Local Gang,Low,Iron Rod
423,209,Suhani Mutti,Master,Female,44,1956-03-10,9968901824,561775835936,Business,"149, Bassi Path, Bellary-497189",22,Mysuru,Absconding,No,None,High,Knife
424,210,Ladli Chandran,Bullet,Female,55,1987-05-08,9967687064,480387492163,Government Employee,"H.No. 25, Bir Chowk, Surat-683890",2,Ballari,Absconding,No,Organized Crime,Low,Hands
425,211,Aishani Dash,Don,Female,33,1971-12-05,9894049272,753438883678,Cook,"10/25, Minhas Chowk, Saharanpur-303975",20,Koppal,Arrested,No,None,Low,None
426,212,Maya Nadkarni,Boss,Female,58,1989-09-01,9887284343,110135625160,Private Employee,"40/355, Jha Ganj, Kulti 968527",23,Raichur,Arrested,Yes,None,Low,Sharp Weapon
427,213,Bhavini Swamy,Ranga,Female,43,1959-04-07,9889198825,094056248922,Engineer,"23/212, Jayaraman, Guna-674233",1,Bagalkote,Arrested,No,Drug Network,High,Iron Rod
428,214,Hema Kothari,Tiger,Female,44,1971-08-15,9915548568,977982399339,Electrician,"H.No. 71, Rao Path, Rourkela-768962",3,Belagavi,Absconding,No,Local Gang,Medium,Hands
429,215,Aishani Raj,Shadow,Female,52,1978-03-17,9891823798,228445090468,Security Guard,"82/82, Rai Road, Farrukhabad 468971",5,Bengaluru Urban,Arrested,No,None,Medium,Hands
430,215,Ekanta Singh,Silent,Female,64,1965-12-05,9877479924,563589156306,Shop Keeper,"H.No. 857, Sagar Marg, Dindigul-749160",5,Bengaluru Urban,Arrested,No,None,Low,Stone
431,215,Reyansh Gaba,Silent,Male,64,1965-11-07,9882671164,109593461303,Government Employee,"58/750, Samra Marg, Latur-050249",5,Bengaluru Urban,Arrested,No,None,Low,Knife
432,215,Ethan Kumar,Tiger,Male,39,1968-09-01,9907506903,195030958916,Government Employee,"H.No. 166, Buch, Bhusawal-644886",5,Bengaluru Urban,Surrendered,No,None,Low,Knife
433,216,Samesh Chakraborty,Master,Male,46,1961-05-07,9968758469,871991651011,Journalist,"H.No. 36, Ahuja Road, Pallavaram 116864",3,Belagavi,Surrendered,No,None,Low,None
434,217,Frederick Goda,Silent,Male,60,1975-05-31,9910219470,094867580695,Journalist,"28, Seshadri Zila, Gaya-023467",16,Haveri,Arrested,No,None,Low,Hands
435,217,Fiyaz Buch,Ranga,Male,36,1971-02-03,9964400156,397765093595,Government Employee,"H.No. 15, Keer Nagar, Shivpuri-004090",16,Haveri,Arrested,No,Drug Network,Low,Knife
436,217,Hitesh Vig,Boss,Male,70,1997-07-10,9986458560,241237456039,Teacher,"75, Sanghvi, Uluberia-535669",16,Haveri,Arrested,No,Organized Crime,High,Iron Rod
437,217,Rachana Narayanan,Lucky,Female,70,1998-04-16,9883801268,458628726442,Farmer,"62/091, Mammen Circle, Arrah 978630",16,Haveri,Absconding,Yes,None,Medium,Iron Rod
