VictimID,CaseMasterID,FullName,Gender,Age,DOB,MobileNumber,AadhaarNumber,Occupation,Address,DistrictID,DistrictName,InjuryType,InjurySeverity,Hospitalized,VictimStatus,StatementRecorded
302,216,Ekavir Sagar,Male,84,1954-11-04,9909720866,662462698076,Private Employee,"39, Deol Nagar, Pudukkottai 207100",3,Belagavi,No Physical Injury,Medium,Yes,Alive,Yes
303,217,Chanchal Mander,Female,22,1975-12-09,9984655857,798157822760,Shop Keeper,"248, Sabharwal Chowk, Akola-927914",16,Haveri,Minor Injury,Low,Yes,Alive,Yes
304,217,Shaurya Agrawal,Male,54,1987-12-18,9914241114,515227819849,Lawyer,"19/58, Kanda Circle, Dhule-031277",16,Haveri,Minor Injury,Low,Yes,Alive,No
305,218,Fariq Bassi,Male,49,1945-02-24,9872354610,705905069794,Retired,"645, Setty, Vasai-Virar 822078",11,Dakshina Kannada,Minor Injury,Low,No,Alive,No
306,219,Bimala Keer,Female,41,2001-11-16,9982336988,084890159724,Shop Keeper,"531, Kari Path, Patiala 363179",9,Chikkamagaluru,Major Injury,High,No,Alive,Yes
307,220,Avi Sarin,Male,82,1952-11-16,9983689762,477399466136,Engineer,"52, Hari Chowk, Gopalpur-520904",10,Chitradurga,Major Injury,High,Yes,Alive,Yes
308,220,Dayamai Shroff,Female,12,1979-07-16,9898994894,521961909332,Shop Keeper,"492, Garde, Chandigarh-873977",10,Chitradurga,Major Injury,High,Yes,Alive,Yes
309,221,Advika Sangha,Female,12,2003-02-18,9986897663,773658821007,Software Engineer,"H.No. 69, Dixit Ganj, Erode-078068",18,Kodagu,No Physical Injury,Medium,No,Alive,Yes
310,222,Wakeeta Chaudhari,Female,49,1979-01-06,9917351347,791651083822,Doctor,"06/32, Merchant Path, Mysore-742799",3,Belagavi,Major Injury,High,No,Alive,Yes
311,223,Utkarsh Sheth,Male,77,2006-03-01,9893919748,473938278708,Shop Keeper,"H.No. 70, Rajan Zila, Bettiah-464989",23,Raichur,Minor Injury,Low,No,Alive,No
312,223,Banjeet Nayak,Male,3,2003-02-05,9913443307,297503780936,Labourer,"H.No. 165, Baria Chowk, Ambarnath 818325",23,Raichur,Major Injury,High,No,Alive,No
313,224,Dakshesh Sridhar,Male,27,2003-03-27,9888163817,839610349153,Doctor,"H.No. 54, Sampath Circle, Meerut-557788",1,Bagalkote,Minor Injury,Low,No,Alive,Yes
314,225,Wahab Wali,Male,16,1998-03-19,9883351779,604836401169,Journalist,"51/37, Buch Zila, Mangalore 112412",31,Yadgir,Minor Injury,Low,No,Alive,No
315,226,Faqid Jayaraman,Male,76,1984-10-25,9883972137,854738750858,Business,"82, Palan Chowk, Raiganj 431038",16,Haveri,Major Injury,High,Yes,Alive,Yes
316,227,Samesh Oza,Male,1,1996-04-18,9914305602,701291962099,Nurse,"88/77, Deo Road, Tirunelveli 375402",9,Chikkamagaluru,Minor Injury,Low,No,Alive,Yes
317,228,Meghana Shah,Female,41,2021-11-01,9919965660,018215527452,Lawyer,"222, Dada Ganj, Ratlam-745238",17,Kalaburagi,Major Injury,High,No,Alive,No
318,229,Nathan Padmanabhan,Male,33,1953-02-18,9964650796,136864194060,Software Engineer,"41/06, Dhillon Chowk, Imphal-088547",22,Mysuru,Minor Injury,Low,No,Alive,Yes
319,230,Falak Sathe,Female,82,1969-05-06,9873328203,931917384578,Software Engineer,"H.No. 281, Bakshi Road, Tadipatri 751509",23,Raichur,Major Injury,High,Yes,Alive,Yes
320,230,Zansi Kapadia,Female,50,2006-12-19,9883795584,105113707972,Labourer,"H.No. 187, Vala Zila, Jammu 599805",23,Raichur,Major Injury,High,Yes,Alive,No
321,231,Falak Sane,Female,60,1971-12-23,9912957926,037860205029,Student,"H.No. 55, Sehgal Road, Thrissur 674266",2,Ballari,Fatal Injury,Critical,No,Deceased,Yes
322,232,Chameli Dhawan,Female,64,1958-03-21,9916651018,045396999604,Engineer,"H.No. 961, Rout Nagar, Vijayanagaram-879232",14,Gadag,Minor Injury,Low,Yes,Alive,Yes
323,233,Maanav Swaminathan,Male,47,1944-02-24,9981304193,688824206399,Engineer,"87, Bala Ganj, Jamnagar 471462",18,Kodagu,No Physical Injury,Medium,Yes,Alive,No
324,233,Krisha Balakrishnan,Female,8,1950-09-14,9890421374,041584907243,Lawyer,"H.No. 959, Sarin Chowk, Fatehpur 589042",18,Kodagu,Minor Injury,Low,No,Alive,Yes
325,234,Eta Nagarajan,Female,85,1979-09-30,9984170871,214306999144,Doctor,"045, Parekh Marg, Ramagundam-818321",5,Bengaluru Urban,Major Injury,High,No,Alive,No
326,235,Ojasvi Mutti,Female,17,2010-11-02,9879713060,845042046712,Electrician,"51/895, Arya Street, Kadapa 576521",2,Ballari,Minor Injury,Low,Yes,Alive,No
327,235,Faras Thakur,Male,61,1959-05-09,9967176186,114211018357,Driver,"71, Deep Zila, Nangloi Jat-452798",2,Ballari,No Physical Injury,Medium,No,Alive,No
328,236,Harini Modi,Female,8,1943-01-01,9914013972,810632264243,Student,"234, Kadakia Street, Vijayawada 110760",5,Bengaluru Urban,Minor Injury,Low,Yes,Alive,No
329,236,Darika Bali,Female,47,2007-12-20,9967536238,171596179053,Business,"H.No. 401, Anne Road, Amravati 932501",5,Bengaluru Urban,Major Injury,High,Yes,Alive,Yes
330,237,Liam Pall,Male,25,1970-06-30,9905288998,479049505610,Business,"H.No. 908, Handa Ganj, Tirunelveli-138759",17,Kalaburagi,Major Injury,High,No,Alive,No
331,237,Thomas Chhabra,Male,22,1955-12-06,9907374211,268747532751,Driver,"38, Reddy Ganj, Satara 718275",17,Kalaburagi,Minor Injury,Low,No,Alive,Yes
332,238,Anmol Butala,Male,36,1968-06-12,9882762850,363075746308,Driver,"H.No. 79, Sawhney Road, Begusarai 463175",3,Belagavi,Fatal Injury,Critical,No,Deceased,Yes
333,239,Abha Swamy,Female,3,1997-09-07,9916895769,266243268347,Doctor,"11/26, Chaudry Marg, Amritsar-353961",17,Kalaburagi,Minor Injury,Low,No,Alive,Yes
334,240,Unnati Tata,Female,24,1964-03-25,9901814760,113600299157,Software Engineer,"H.No. 79, Sundaram Marg, Siliguri 114773",24,Ramanagara,Fatal Injury,Critical,No,Deceased,No
335,240,Alexander Chaudhary,Male,15,2003-04-09,9980891729,570758801788,Shop Keeper,"02/695, Mitter Street, Solapur 734778",24,Ramanagara,Minor Injury,Low,Yes,Alive,Yes
336,241,Onveer Zachariah,Male,70,1987-01-08,9962500518,402233296679,Software Engineer,"H.No. 675, Savant Marg, Vadodara 284276",25,Shivamogga,Major Injury,High,Yes,Alive,Yes
337,242,Nimrat Ramachandran,Female,46,1981-12-28,9876199861,556163831969,Teacher,"88/977, Dugar Circle, Katni 796954",3,Belagavi,Fatal Injury,Critical,Yes,Deceased,Yes
338,243,Azaan Bala,Male,41,1990-09-30,9883774059,209133464738,Driver,"H.No. 90, Rai Path, Haldia-565033",11,Dakshina Kannada,Major Injury,High,No,Alive,No
339,244,Nimrat Chad,Female,69,2017-12-09,9914520757,820328341193,Doctor,"H.No. 520, Nanda Circle, Jaunpur 986407",11,Dakshina Kannada,Fatal Injury,Critical,No,Deceased,No
340,245,Nathan Purohit,Male,71,1989-01-14,9902801973,093760880300,Retired,"13, Taneja Path, Rourkela 563718",22,Mysuru,Major Injury,High,Yes,Alive,Yes
341,246,Mitali Lanka,Female,18,1944-08-06,9965947460,106611349472,Mechanic,"19/19, Mahajan Path, Tezpur-635148",6,Bidar,Major Injury,High,Yes,Alive,No
342,247,Tarak Zacharia,Male,35,1967-03-12,9875912621,758843681861,Teacher,"H.No. 98, Gole Chowk, Hazaribagh-973748",1,Bagalkote,Minor Injury,Low,No,Alive,No
343,248,Ayushman Vig,Male,31,1957-08-12,9891120912,920509400397,Engineer,"246, Nagar Marg, Kurnool-442493",26,Tumakuru,No Physical Injury,Medium,Yes,Alive,No
344,249,Kashvi Comar,Female,46,1953-04-21,9887047181,535821480788,Lawyer,"H.No. 77, Sarin Circle, Vadodara 242044",25,Shivamogga,Major Injury,High,No,Alive,No
345,250,Ansh Sunder,Male,44,2007-01-18,9893848732,601648185970,Housewife,"H.No. 94, Ray Zila, Mysore 231981",20,Koppal,Minor Injury,Low,Yes,Alive,No
346,251,Yuvraj Chana,Male,9,1960-10-17,9895307499,749994324664,Housewife,"H.No. 96, Sampath Ganj, Asansol 234764",21,Mandya,Major Injury,High,No,Alive,Yes
347,251,Xalak Walla,Female,65,1972-05-29,9902866672,808213034046,Labourer,"67/34, Patil Street, Arrah 090034",21,Mandya,No Physical Injury,Medium,Yes,Alive,Yes
348,252,Mohammed Patil,Male,14,2017-04-29,9907133947,420146306393,Shop Keeper,"60, Kumer Marg, Mysore 432756",16,Haveri,Minor Injury,Low,Yes,Alive,Yes
349,253,Laksh Buch,Male,3,2010-07-12,9986260042,785628093713,Shop Keeper,"65/612, Toor Road, Nagercoil-985700",22,Mysuru,Minor Injury,Low,Yes,Alive,No
350,253,Vamakshi Deshpande,Female,74,1940-10-26,9908581751,687870894376,Student,"H.No. 91, Dugar Zila, Hazaribagh-965772",22,Mysuru,Minor Injury,Low,No,Alive,Yes
351,254,Harini Narang,Female,82,2008-07-08,9910294513,399508085866,Retired,"52, Purohit Marg, Jaipur-893173",24,Ramanagara,Major Injury,High,No,Alive,No
352,255,Hamsini Bawa,Female,67,1974-08-24,9983943514,266679900800,Software Engineer,"152, Dalal, Hajipur-771333",22,Mysuru,No Physical Injury,Medium,No,Alive,Yes
353,256,Mitali Talwar,Female,65,1973-01-12,9918682751,893749673975,Electrician,"34/36, Rege Street, Bhopal-439735",15,Hassan,Minor Injury,Low,No,Alive,No
354,256,Brijesh Anne,Male,1,1980-05-30,9900078573,154536309493,Private Employee,"36/694, Chandran Zila, Faridabad 375990",15,Hassan,Major Injury,High,No,Alive,Yes
355,257,Lajita Thaman,Female,30,1993-03-24,9877115379,813000716595,Doctor,"52/809, Lad Street, Ambala 572158",12,Davanagere,Minor Injury,Low,No,Alive,No
356,257,Ekavir Lad,Male,31,1950-06-28,9968252777,629665145128,Shop Keeper,"45, Mandal Marg, Pudukkottai 856257",12,Davanagere,Minor Injury,Low,No,Alive,Yes
357,258,Urvi Bera,Female,13,1956-08-13,9907446248,641296681339,Student,"074, Sibal Street, Bhiwandi 075877",25,Shivamogga,Major Injury,High,Yes,Alive,No
358,259,Daksh Divan,Male,25,1951-01-25,9910051812,327924935274,Private Employee,"H.No. 22, Mahajan Circle, Ballia 892613",5,Bengaluru Urban,Major Injury,High,Yes,Alive,No
359,259,Champak Narasimhan,Male,26,1942-10-07,9968791751,274452313138,Labourer,"H.No. 91, Dube Path, Jodhpur 774905",5,Bengaluru Urban,Fatal Injury,Critical,Yes,Deceased,Yes
360,260,Varsha Nair,Female,76,2021-02-01,9902869301,373063713034,Driver,"H.No. 450, Raj Zila, Silchar-236103",26,Tumakuru,Fatal Injury,Critical,Yes,Deceased,No
361,260,Sara Rau,Female,78,1964-10-11,9885126880,847331849411,Private Employee,"H.No. 76, Deep Road, Jalandhar-837767",26,Tumakuru,Minor Injury,Low,Yes,Alive,Yes
362,261,Udyati Chana,Female,3,2004-11-10,9967504190,553048433307,Farmer,"61, Varghese Nagar, Madhyamgram 278814",29,Vijayanagara,Major Injury,High,No,Alive,No
363,261,Urmi Buch,Female,64,2017-09-02,9986989128,198720788506,Farmer,"243, Sane Circle, Jehanabad-810818",29,Vijayanagara,Minor Injury,Low,Yes,Alive,Yes
364,262,Triveni Chandra,Female,10,1980-01-20,9893682114,187894415569,Shop Keeper,"H.No. 91, Babu Circle, Surendranagar Dudhrej 260164",20,Koppal,Minor Injury,Low,Yes,Alive,Yes
365,263,Vasana Sengupta,Female,38,1993-07-31,9960586720,900281125587,Labourer,"321, Lad, Raebareli 061027",25,Shivamogga,Minor Injury,Low,Yes,Alive,Yes
366,264,Samaksh Sur,Male,29,1966-04-18,9893462404,695141104245,Software Engineer,"H.No. 12, Atwal Street, Gorakhpur 303723",13,Dharwad,Minor Injury,Low,Yes,Alive,No
367,265,Ikshita Chadha,Female,28,1966-02-19,9883434303,911126510211,Journalist,"60, Ganesan Zila, Raiganj-707933",25,Shivamogga,No Physical Injury,Medium,No,Alive,Yes
368,266,Rohan Behl,Male,69,1968-12-07,9872864328,641267201967,Driver,"79, Mannan, Morbi 789973",5,Bengaluru Urban,No Physical Injury,Medium,Yes,Alive,No
369,267,Aditya Sami,Male,22,1989-07-21,9883496409,817034084006,Driver,"67/179, Sen Path, Jaipur 437573",27,Udupi,Minor Injury,Low,Yes,Alive,Yes
370,268,Omkaar Sidhu,Male,13,1951-09-15,9898343562,483356884256,Retired,"57, Johal Street, Chandigarh 223297",3,Belagavi,Minor Injury,Low,Yes,Alive,Yes
371,269,Triya Tak,Female,64,1966-05-15,9872793719,698684952683,Electrician,"H.No. 545, Ghosh Street, Rajkot-619318",19,Kolar,Minor Injury,Low,No,Alive,Yes
372,270,Yagnesh Kuruvilla,Male,75,2025-01-07,9917817573,109165251402,Business,"42/89, Bedi Zila, Berhampore 199180",6,Bidar,Major Injury,High,No,Alive,Yes
373,271,Fiyaz Dalal,Male,63,2014-08-01,9890380187,595971749209,Private Employee,"47/871, Patla Street, Durgapur 376037",14,Gadag,Minor Injury,Low,No,Alive,No
374,271,Luke Tiwari,Male,34,1955-02-11,9895148817,241329417805,Engineer,"65/328, Kari Marg, Haldia 678507",14,Gadag,Major Injury,High,No,Alive,No
375,272,Aashi Varughese,Female,55,2020-10-07,9904405947,632515527340,Engineer,"H.No. 62, Bhat Marg, Vadodara 908466",5,Bengaluru Urban,Fatal Injury,Critical,No,Deceased,Yes
376,272,Naksh Padmanabhan,Male,8,1941-03-25,9898630243,076702174268,Mechanic,"67/389, Sathe, Machilipatnam 410856",5,Bengaluru Urban,Minor Injury,Low,Yes,Alive,No
377,273,Lucky Kala,Male,15,1948-06-12,9870610248,401498858686,Student,"20/089, Khurana Road, Bhusawal 054851",22,Mysuru,Minor Injury,Low,Yes,Alive,Yes
378,274,David Sen,Male,22,1965-11-19,9917542694,636144045036,Labourer,"H.No. 39, Walla, Etawah 492683",17,Kalaburagi,No Physical Injury,Medium,Yes,Alive,No
379,274,Nihal Varty,Male,60,1990-01-22,9964015829,551165481769,Shop Keeper,"H.No. 266, Chanda Zila, Khandwa 737158",17,Kalaburagi,Minor Injury,Low,No,Alive,No
380,275,Rudra Lalla,Male,74,1990-03-23,9969751393,640810194798,Driver,"76/228, Sundaram Street, Bikaner-377028",2,Ballari,Major Injury,High,Yes,Alive,Yes
381,275,Dhriti Rege,Female,54,1949-12-08,9870207436,011416514627,Engineer,"H.No. 821, Mody Path, Avadi 702296",2,Ballari,Minor Injury,Low,Yes,Alive,Yes
382,276,Michael Mander,Male,81,1958-11-18,9960010758,369751285388,Labourer,"H.No. 851, Sahni Nagar, Chapra-975679",31,Yadgir,Fatal Injury,Critical,No,Deceased,No
383,276,Ekapad Thaman,Male,73,1994-08-28,9871514050,828338125256,Farmer,"519, Rout, Muzaffarpur-580741",31,Yadgir,Minor Injury,Low,Yes,Alive,No
384,277,Amaira More,Female,84,1988-03-31,9870428028,379048568830,Teacher,"989, Vig Nagar, Fatehpur 182043",25,Shivamogga,Minor Injury,Low,No,Alive,Yes
385,277,Vamakshi Chad,Female,6,2009-02-22,9870564389,007858675076,Retired,"07/05, Gole Marg, Nagpur 641118",25,Shivamogga,Minor Injury,Low,Yes,Alive,Yes
386,278,Mekhala Dhawan,Female,16,1956-02-01,9919314025,278759078011,Government Employee,"H.No. 62, Nanda Nagar, Indore 461526",1,Bagalkote,Minor Injury,Low,Yes,Alive,No
387,279,Kai Prashad,Male,78,2020-08-04,9904102547,392797265265,Retired,"399, Tailor Ganj, Raipur 057861",7,Chamarajanagar,Minor Injury,Low,No,Alive,No
388,280,Akshay Reddy,Male,27,1994-05-29,9888535177,024790825390,Private Employee,"91/38, Modi Street, Amroha 832582",18,Kodagu,No Physical Injury,Medium,No,Alive,Yes
389,280,Udyati Seth,Female,50,1944-02-10,9900214035,306899857384,Farmer,"20/074, Krishna, Etawah-984028",18,Kodagu,Minor Injury,Low,Yes,Alive,No
390,281,Netra Chakraborty,Female,69,1974-02-27,9904772949,292629725022,Student,"84/639, Nadkarni Circle, Bhilwara 435537",18,Kodagu,Minor Injury,Low,Yes,Alive,No
391,282,Adweta Deol,Female,34,1995-07-04,9981444948,209263017281,Doctor,"H.No. 026, Suresh Circle, Siwan 180715",9,Chikkamagaluru,Major Injury,High,Yes,Alive,Yes
392,283,Praneel Ram,Male,84,1955-08-14,9871543529,990885021510,Journalist,"53, Andra Chowk, Jaipur 531943",18,Kodagu,Minor Injury,Low,No,Alive,No
393,283,Yatin Patil,Male,83,1943-09-08,9908137346,496109906857,Journalist,"H.No. 361, Tella Road, Tirunelveli-999219",18,Kodagu,Major Injury,High,No,Alive,Yes
394,284,Bhavini Datta,Female,75,1962-08-17,9876176999,596751876653,Journalist,"089, Setty Road, Purnia-566418",22,Mysuru,Minor Injury,Low,No,Alive,Yes
395,284,Yachana Pathak,Female,32,1984-07-10,9987347127,833596644581,Retired,"H.No. 468, Mutti Chowk, Katni 519036",22,Mysuru,Major Injury,High,Yes,Alive,No
396,285,Kritika Hegde,Female,44,1954-07-16,9891451481,141477418801,Engineer,"10/760, Natt, Shahjahanpur 735058",19,Kolar,Minor Injury,Low,No,Alive,No
397,286,Bina Sarna,Female,17,2005-07-04,9906223836,170999674777,Journalist,"H.No. 006, Bhattacharyya Path, Ghaziabad-049611",22,Mysuru,Major Injury,High,Yes,Alive,Yes
398,286,Atharv Menon,Male,76,2012-10-19,9913634559,023585843311,Business,"63/99, Setty Nagar, Madhyamgram-991507",22,Mysuru,Fatal Injury,Critical,No,Deceased,No
399,287,Inaya Chokshi,Female,13,1949-04-15,9892124829,979612870995,Student,"28/45, Srivastava Marg, Gaya 200249",22,Mysuru,Fatal Injury,Critical,No,Deceased,Yes
400,288,Yashvi Parmar,Female,27,1967-01-04,9899575821,784428971307,Housewife,"49, Manne Path, Bangalore-038806",23,Raichur,Major Injury,High,Yes,Alive,No
401,288,Indira Iyer,Female,59,1995-01-02,9967606801,751586962582,Shop Keeper,"H.No. 37, Narula Chowk, Tadepalligudem-652170",23,Raichur,Minor Injury,Low,Yes,Alive,No
402,289,Imaran Aggarwal,Male,64,1994-11-08,9891605724,467066623598,Mechanic,"33/75, Jha Marg, Udaipur-501508",24,Ramanagara,Fatal Injury,Critical,No,Deceased,No
403,290,Ekta Mannan,Female,77,1977-12-28,9895229874,424196331888,Driver,"H.No. 334, Kanda Street, Akola 832302",12,Davanagere,Major Injury,High,Yes,Alive,No
404,291,Daksha Bail,Female,65,2011-03-26,9888707233,439273834512,Housewife,"15/347, Pingle Ganj, Tirunelveli-112233",3,Belagavi,Major Injury,High,Yes,Alive,Yes
405,291,Rachit Nadkarni,Male,49,1991-07-09,9877337002,598372134520,Engineer,"93/84, Narang Street, Meerut-289731",3,Belagavi,Fatal Injury,Critical,Yes,Deceased,No
406,292,Bhavini Ganesh,Female,6,1983-10-16,9882066078,348880577075,Software Engineer,"72/55, Subramanian Circle, Bhalswa Jahangir Pur 969033",17,Kalaburagi,No Physical Injury,Medium,No,Alive,Yes
407,293,Varsha Keer,Female,42,1974-03-18,9905022264,209549520433,Software Engineer,"92, Kumar Path, Guntur 478539",12,Davanagere,Major Injury,High,No,Alive,Yes
408,294,Viraj Vala,Male,51,1993-05-09,9982356389,018421647527,Mechanic,"66, Tank Path, Darbhanga-027341",5,Bengaluru Urban,Minor Injury,Low,No,Alive,Yes
409,295,Benjamin Menon,Male,42,2012-03-06,9965406775,363758901637,Software Engineer,"111, Barad Path, Thoothukudi 544439",7,Chamarajanagar,Minor Injury,Low,Yes,Alive,Yes
410,296,Leena Anand,Female,15,2006-01-05,9878465184,019782385126,Government Employee,"69, Sodhi Nagar, Sikar 337389",4,Bengaluru Rural,Fatal Injury,Critical,No,Deceased,No
411,296,Vedhika Oak,Female,27,2007-11-14,9899781580,410931653041,Nurse,"63, Sengupta Chowk, Dindigul 924075",4,Bengaluru Rural,Minor Injury,Low,Yes,Alive,No
412,297,Isaiah Saini,Male,25,1976-09-28,9892947379,562512151563,Journalist,"H.No. 90, Balay, Jamnagar-999966",4,Bengaluru Rural,Major Injury,High,No,Alive,No
413,298,Rohan Bhatt,Male,22,1985-12-27,9877908118,380546351533,Mechanic,"H.No. 597, Chander Road, Vasai-Virar-097023",25,Shivamogga,Major Injury,High,No,Alive,Yes
414,299,Reyansh Mander,Male,22,1958-01-22,9968785476,543034672599,Lawyer,"05, Apte Circle, Khammam 621286",8,Chikkaballapur,Minor Injury,Low,Yes,Alive,Yes
415,299,Bhavya Ramachandran,Female,47,2021-09-27,9911539950,266397205074,Labourer,"467, Mukherjee Street, Ambala-430271",8,Chikkaballapur,Major Injury,High,No,Alive,Yes
416,300,Krishna Vora,Female,83,1968-07-06,9985136771,808147382867,Housewife,"90, Mani Zila, Sri Ganganagar-692632",5,Bengaluru Urban,Minor Injury,Low,Yes,Alive,No
417,300,Veer Rajagopalan,Male,52,2017-12-23,9908608570,421517802335,Journalist,"03, Mahal Street, Jabalpur-768151",5,Bengaluru Urban,Major Injury,High,No,Alive,Yes
418,301,Zayyan Nanda,Male,12,1975-06-01,9887159772,307286917107,Doctor,"807, Bora Nagar, Eluru-636004",26,Tumakuru,Minor Injury,Low,No,Alive,No
419,302,Ekansh Narain,Male,25,1997-07-13,9898126245,364680835273,Mechanic,"11, Kibe Circle, Kolhapur-422091",15,Hassan,Fatal Injury,Critical,Yes,Deceased,No
420,302,Nandini Dash,Female,12,1986-01-01,9917240161,153350768043,Software Engineer,"H.No. 042, Parmar Chowk, Thrissur-837081",15,Hassan,Major Injury,High,Yes,Alive,No
421,303,Nikita Sawhney,Female,21,1945-01-05,9905746567,427644092991,Electrician,"33, Khare Path, Mysore 600531",25,Shivamogga,Minor Injury,Low,No,Alive,Yes
422,303,Chanakya Ganesh,Male,66,2002-02-05,9889899197,139937841018,Teacher,"15/58, Johal Ganj, Haldia 331552",25,Shivamogga,Minor Injury,Low,Yes,Alive,Yes
423,304,Sai Mutti,Male,56,1941-07-29,9877157010,532434293393,Mechanic,"149, Bassi Path, Bellary-497189",30,Vijayapura,Minor Injury,Low,No,Alive,No
424,305,Jeremiah Chandran,Male,45,1991-07-19,9906908123,505302403031,Mechanic,"H.No. 25, Bir Chowk, Surat-683890",11,Dakshina Kannada,Minor Injury,Low,No,Alive,No
425,306,Advaith Dash,Male,34,1966-10-23,9901351837,648115606640,Software Engineer,"10/25, Minhas Chowk, Saharanpur-303975",7,Chamarajanagar,Minor Injury,Low,No,Alive,No
426,306,Maya Nadkarni,Female,43,1995-04-07,9985379536,139518740214,Government Employee,"40/355, Jha Ganj, Kulti 968527",7,Chamarajanagar,Minor Injury,Low,No,Alive,No
427,307,Bhavini Swamy,Female,38,1946-07-04,9988513036,530720076429,Driver,"23/212, Jayaraman, Guna-674233",5,Bengaluru Urban,Major Injury,High,No,Alive,Yes
428,307,Gaurang Kothari,Male,42,1966-04-28,9890678157,363417770997,Mechanic,"H.No. 71, Rao Path, Rourkela-768962",5,Bengaluru Urban,Major Injury,High,Yes,Alive,Yes
429,308,Aishani Raj,Female,74,1976-11-19,9902926150,312027624760,Housewife,"82/82, Rai Road, Farrukhabad 468971",22,Mysuru,Minor Injury,Low,Yes,Alive,Yes
430,309,Ekanta Singh,Female,78,1957-03-12,9984455453,381845134650,Government Employee,"H.No. 857, Sagar Marg, Dindigul-749160",17,Kalaburagi,Major Injury,High,Yes,Alive,Yes
431,309,Sanya Gaba,Female,39,1957-01-25,9897441565,477279353913,Software Engineer,"58/750, Samra Marg, Latur-050249",17,Kalaburagi,Minor Injury,Low,No,Alive,Yes
432,310,Ethan Kumar,Male,52,1961-08-03,9914745331,897353844849,Mechanic,"H.No. 166, Buch, Bhusawal-644886",3,Belagavi,Minor Injury,Low,Yes,Alive,No
433,310,Tripti Chakraborty,Female,84,1949-11-05,9886054410,265054061669,Private Employee,"H.No. 36, Ahuja Road, Pallavaram 116864",3,Belagavi,Minor Injury,Low,Yes,Alive,Yes
434,311,Harinakshi Goda,Female,48,1972-05-27,9968199328,242697951639,Labourer,"28, Seshadri Zila, Gaya-023467",20,Koppal,Minor Injury,Low,Yes,Alive,Yes
435,312,Fiyaz Buch,Male,53,1965-06-22,9985437985,769748088703,Labourer,"H.No. 15, Keer Nagar, Shivpuri-004090",29,Vijayanagara,No Physical Injury,Medium,No,Alive,Yes
436,312,Hitesh Vig,Male,19,2007-11-10,9982871143,972060842224,Electrician,"75, Sanghvi, Uluberia-535669",29,Vijayanagara,Fatal Injury,Critical,No,Deceased,Yes
437,313,Pranav Narayanan,Male,19,2009-02-02,9912233291,644276123602,Journalist,"62/091, Mammen Circle, Arrah 978630",18,Kodagu,Minor Injury,Low,Yes,Alive,No
438,314,Adweta Parsa,Female,66,2014-10-19,9968549965,553968443602,Doctor,"976, Bumb, Haldia 164932",5,Bengaluru Urban,Minor Injury,Low,No,Alive,Yes
439,315,Devansh Tank,Male,46,2008-04-15,9904998875,226303055789,Journalist,"717, Khosla Circle, Rajpur Sonarpur 116025",16,Haveri,Minor Injury,Low,Yes,Alive,Yes
440,316,Meera Kannan,Female,24,2001-09-08,9969827192,277991322740,Farmer,"28/715, Bhattacharyya Ganj, Burhanpur-863341",13,Dharwad,No Physical Injury,Medium,No,Alive,Yes
441,317,Caleb Choudhury,Male,62,1948-02-19,9874405520,497465679242,Housewife,"52/56, Agarwal, Ghaziabad-665528",5,Bengaluru Urban,Major Injury,High,No,Alive,No
442,317,Damyanti Rana,Female,34,1941-05-04,9985365617,108541760836,Business,"437, Din Chowk, Ulhasnagar-954814",5,Bengaluru Urban,Fatal Injury,Critical,Yes,Deceased,Yes
443,318,Hritik Talwar,Male,40,1965-05-02,9913746926,313116354547,Electrician,"H.No. 23, Ben Ganj, Morbi-420865",29,Vijayanagara,Minor Injury,Low,No,Alive,No
444,319,Vritti Pall,Female,19,2004-12-17,9893374434,749389707272,Housewife,"44/38, Chatterjee Marg, North Dumdum-472927",3,Belagavi,Minor Injury,Low,No,Alive,No
445,320,Mugdha Dhillon,Female,72,1958-05-22,9917764201,795997397295,Farmer,"H.No. 91, Puri Street, Gulbarga-157201",10,Chitradurga,Minor Injury,Low,No,Alive,No
446,320,Urishilla Dixit,Female,57,1993-11-06,9891173741,121025725207,Housewife,"H.No. 136, Mittal Chowk, Gandhinagar-764750",10,Chitradurga,Minor Injury,Low,No,Alive,No
447,321,Dalbir Butala,Male,24,1950-12-07,9894436727,014340595040,Housewife,"99/74, Golla Zila, Karawal Nagar-492151",25,Shivamogga,Major Injury,High,No,Alive,No
448,322,Tanmayi Bahri,Female,82,1974-01-11,9877597578,096977424876,Journalist,"98/13, Golla Zila, Kolkata-510293",24,Ramanagara,Minor Injury,Low,No,Alive,No
449,322,Chameli Kunda,Female,3,2012-12-06,9905080242,263467538817,Lawyer,"H.No. 845, Garg Circle, Mumbai 408487",24,Ramanagara,Minor Injury,Low,Yes,Alive,Yes
450,323,Yatan Munshi,Male,17,1984-12-25,9913089621,929708919088,Farmer,"10/303, Mistry Street, Guntur 954296",30,Vijayapura,Minor Injury,Low,No,Alive,No
451,324,Lakshmi Lad,Female,26,1973-01-03,9887519555,129739420545,Student,"14, Dhar Marg, Madurai-359892",29,Vijayanagara,No Physical Injury,Medium,Yes,Alive,No
452,325,Ganga Mutti,Female,52,2024-11-30,9981330962,768809780810,Doctor,"H.No. 931, Dash Road, Motihari-151554",18,Kodagu,Major Injury,High,No,Alive,Yes
453,326,Isaiah Mahal,Male,77,1941-05-25,9982726841,518639702438,Student,"11, Vyas Street, Giridih-185948",2,Ballari,Major Injury,High,Yes,Alive,No
